vn5wn0cf0cn0st300500p1:5000,Average,Median,Average runtime,vn5wn0cf0cn0st300500p1_0,vn5wn0cf0cn0st300500p1_1,vn5wn0cf0cn0st300500p1_2,vn5wn0cf0cn0st300500p1_3,vn5wn0cf0cn0st300500p1_4,vn5wn0cf0cn0st300500p1_5,vn5wn0cf0cn0st300500p1_6,vn5wn0cf0cn0st300500p1_7,vn5wn0cf0cn0st300500p1_8,vn5wn0cf0cn0st300500p1_9,vn5wn0cf0cn0st300500p1_10,vn5wn0cf0cn0st300500p1_11,vn5wn0cf0cn0st300500p1_12,vn5wn0cf0cn0st300500p1_13,vn5wn0cf0cn0st300500p1_14,vn5wn0cf0cn0st300500p1_15,vn5wn0cf0cn0st300500p1_16,vn5wn0cf0cn0st300500p1_17,vn5wn0cf0cn0st300500p1_18,vn5wn0cf0cn0st300500p1_19,vn5wn0cf0cn0st300500p1_20,vn5wn0cf0cn0st300500p1_21,vn5wn0cf0cn0st300500p1_22,vn5wn0cf0cn0st300500p1_23,vn5wn0cf0cn0st300500p1_24,vn5wn0cf0cn0st300500p1_25,vn5wn0cf0cn0st300500p1_26,vn5wn0cf0cn0st300500p1_27,vn5wn0cf0cn0st300500p1_28,vn5wn0cf0cn0st300500p1_29
Entropy,,,,0.7364516253185087,0.8795880017344074,0.9397940008672037,0.8795880017344074,0.8795880017344074,0.8568636235841012,0.7966576244513051,0.8795880017344074,0.8193820026016112,0.7364516253185087,0.7137272471682026,0.796657624451305,0.8795880017344074,0.5933152489026101,0.7137272471682025,0.8193820026016112,0.7966576244513051,0.9397940008672037,0.7966576244513051,0.8193820026016112,0.796657624451305,0.55583362792012,0.7966576244513051,0.9397940008672037,0.8795880017344074,0.8795880017344074,0.6989700043360187,0.9397940008672037,0.796657624451305,0.5933152489026101
p_sd,,,,0.1533101431738944,0.1567801007781281,0.19124852940611073,0.154,0.09391485505499117,0.15460918472070148,0.12239281024635394,0.14388884598883958,0.1395564401953561,0.14779715829473852,0.10983624174196785,0.16283734215467902,0.16815469068687913,0.10207840124139876,0.16858232410309215,0.1160861748874516,0.1405844941663198,0.1552932709424333,0.12367699866992245,0.14086873322352267,0.158,0.11539497389401325,0.11063453348751465,0.17973313550928777,0.12472369462135091,0.12820296408429877,0.1544150251756609,0.14729562111617575,0.144,0.14361058456812995
st_sd,,,,123.16249429107873,149.18444959177214,137.4954544703206,60.0,165.33602148352307,161.55494421403512,117.98728745080972,124.02015965156633,100.6429331846007,114.52510641776327,101.78408519999579,92.30926280715278,126.65306944563167,122.10241602851272,109.36178491593853,134.09325113517085,132.52924205623452,121.75795661885921,175.56765077883796,151.3142425550219,157.78466338652817,152.3679756379273,117.47765745025733,106.68176976409794,141.98943622678414,126.26955294131677,139.72830779766855,153.26121492406355,120.42009799032718,136.70771741200275
k_step_v2 -a:k 1,8198.378333333334,7503.355,871,4397.5199999999995,6541.32,8873.73,12456.899999999998,12051.11,7283.700000000001,7815.52,10620.689999999999,5058.31,6489.11,4007.37,7023.05,13143.099999999999,12559.050000000001,6931.9800000000005,6492.929999999999,5770.5599999999995,5322.9,11026.13,9887.099999999999,6887.860000000001,7509.83,8419.390000000001,7496.88,10258.23,14209.56,9428.27,9810.18,4590.28,3588.7900000000004
k_step_v2 -a:k 2,6783.432333333333,6312.545,904,3433.919999999999,6463.039999999999,7770.799999999999,10638.99,11080.6,5026.99,7615.57,8124.86,3785.24,3960.61,4264.13,5541.520000000001,11055.320000000002,10925.85,7114.799999999999,4374.75,5096.78,4205.999999999999,8565.01,6113.73,6150.5199999999995,3750.5899999999997,6867.119999999999,6162.05,8390.869999999999,12090.59,8057.01,9898.73,3954.7000000000003,3022.2799999999997
k_step_v2 -a:k 3,5928.294666666666,5397.969999999999,1469,3968.3500000000004,6005.8099999999995,6204.66,10028.76,10094.7,4856.629999999999,6151.799999999999,6977.070000000001,3496.29,3863.6800000000003,4462.67,4072.5400000000004,8516.189999999999,8772.05,6642.45,4199.11,3492.7299999999996,4573.51,7486.140000000001,5567.7699999999995,6242.8,3218.42,3898.0,5228.17,8506.859999999999,11358.75,5048.73,8509.08,3645.7200000000003,2759.4
all_in_cluster -a:maxd 120 -a:minp 2,8786.376666666667,8415.84,722,6326.1,5525.81,10422.78,12199.660000000002,11720.01,6709.4800000000005,10495.289999999997,10387.769999999999,6792.27,5688.920000000001,7470.65,9210.509999999998,11101.05,11806.19,6966.37,7100.69,3860.22,6644.759999999999,14177.260000000002,9764.5,7832.86,9160.18,6337.42,8556.550000000001,9702.999999999998,14222.39,7718.05,14242.130000000001,8275.13,3173.3
greedy_priority,12058.215999999999,12243.305000000002,1457,8225.49,12372.530000000002,13773.859999999999,15376.18,16415.04,11285.749999999998,12346.850000000002,12139.760000000002,7640.4299999999985,9048.08,8135.82,12397.85,13842.41,15022.96,11404.41,10860.58,9490.019999999999,8374.42,16010.949999999999,13211.129999999997,12020.8,10693.33,12786.029999999999,10796.74,14584.450000000003,17072.23,13970.079999999998,16032.43,10209.380000000001,6206.490000000001
gravitational_search,7070.134999999999,6626.594999999999,12416,4559.96,5150.24,8489.37,10309.960000000001,9703.24,8732.8,7236.1,7514.72,4535.23,4739.4400000000005,5245.890000000001,6102.599999999999,8267.71,9014.77,6659.539999999999,5983.45,5778.360000000001,5686.990000000001,8876.42,7343.44,9239.43,4709.26,6422.59,6593.65,8002.27,10453.52,6396.57,11403.220000000001,5107.35,3845.96
onion_search_hamilton -a:cnum 2,5255.041333333333,4117.475,769,1506.05,3400.5600000000004,6734.51,10902.800000000001,9524.78,3231.32,6865.039999999999,6832.330000000001,1058.75,2856.62,4485.049999999999,3652.66,8736.810000000001,8663.73,5175.25,3220.35,3293.33,3663.2599999999998,7687.6,4292.22,6880.92,1012.86,3148.2299999999996,3942.73,6409.94,11159.28,3662.2799999999997,10734.47,3239.02,1678.4900000000002
onion_search_hamilton -a:cnum 4,4956.748333333334,4490.8949999999995,778,1132.54,3011.17,4878.369999999999,9455.619999999999,9524.78,3347.31,6101.27,7683.28,1408.31,1806.5800000000002,2500.0999999999995,3561.55,8879.899999999998,8711.33,5383.37,3734.8100000000004,2539.17,3584.95,5981.08,4056.16,6509.11,1419.0,3637.67,5970.620000000001,6021.18,9052.740000000002,4925.780000000001,8044.99,4103.42,1736.29
onion_search_heuristic -a:cnum 2,5207.472333333334,4448.925,765,1506.05,3400.5600000000004,5174.33,11677.350000000002,9524.78,3537.0,7351.63,7490.61,1058.75,2856.62,2905.95,3561.55,8835.57,8158.029999999999,6189.529999999999,3220.35,2655.1800000000003,3663.2599999999998,5959.49,4292.22,8201.5,1335.75,3148.2299999999996,5392.139999999999,6021.18,11958.92,3599.54,7263.98,4605.63,1678.4900000000002
onion_search_heuristic -a:cnum 4,5030.1393333333335,5081.555,788,1132.54,3161.5600000000004,6134.88,9455.619999999999,8957.789999999999,3798.8,6101.27,7620.34,1067.46,1540.2200000000003,2500.0999999999995,3561.55,9345.59,7930.64,5171.660000000001,4021.65,2539.17,3584.95,6017.469999999999,5234.3099999999995,7215.95,1419.0,3689.5199999999995,5752.07,6021.18,9052.740000000002,4991.450000000001,8044.99,4103.42,1736.29


vn10wn10cf5cn3st500700p1:5000,Average,Median,Average runtime,vn10wn10cf5cn3st500700p1_0,vn10wn10cf5cn3st500700p1_1,vn10wn10cf5cn3st500700p1_2,vn10wn10cf5cn3st500700p1_3,vn10wn10cf5cn3st500700p1_4,vn10wn10cf5cn3st500700p1_5,vn10wn10cf5cn3st500700p1_6,vn10wn10cf5cn3st500700p1_7,vn10wn10cf5cn3st500700p1_8,vn10wn10cf5cn3st500700p1_9,vn10wn10cf5cn3st500700p1_10,vn10wn10cf5cn3st500700p1_11,vn10wn10cf5cn3st500700p1_12,vn10wn10cf5cn3st500700p1_13,vn10wn10cf5cn3st500700p1_14,vn10wn10cf5cn3st500700p1_15,vn10wn10cf5cn3st500700p1_16,vn10wn10cf5cn3st500700p1_17,vn10wn10cf5cn3st500700p1_18,vn10wn10cf5cn3st500700p1_19,vn10wn10cf5cn3st500700p1_20,vn10wn10cf5cn3st500700p1_21,vn10wn10cf5cn3st500700p1_22,vn10wn10cf5cn3st500700p1_23,vn10wn10cf5cn3st500700p1_24,vn10wn10cf5cn3st500700p1_25,vn10wn10cf5cn3st500700p1_26,vn10wn10cf5cn3st500700p1_27,vn10wn10cf5cn3st500700p1_28,vn10wn10cf5cn3st500700p1_29
Entropy,,,,0.7364516253185087,0.6535212480354063,0.6762456261857125,0.6989700043360187,0.7364516253185087,0.5785580060704263,0.6989700043360187,0.6160396270529164,0.7364516253185087,0.8193820026016112,0.8795880017344074,0.7966576244513051,0.6762456261857125,0.47290325063701755,0.6387640052032225,0.55583362792012,0.6535212480354063,0.8795880017344074,0.5933152489026101,0.5331092497698138,0.6535212480354063,0.6535212480354063,0.7364516253185088,0.7364516253185088,0.7137272471682026,0.6160396270529163,0.8193820026016112,0.8568636235841013,0.9397940008672037,0.6160396270529163
p_sd,,,,0.022715633383201105,0.028565713714171402,0.02441311123146742,0.01743559577416271,0.024000000000000007,0.034409301068170514,0.026532998322843206,0.024413111231467426,0.030983866769659352,0.028000000000000004,0.02200000000000001,0.025690465157330263,0.023748684174075857,0.022271057451320107,0.023664319132398467,0.023323807579381208,0.02993325909419154,0.025377155080899053,0.028000000000000008,0.025377155080899053,0.02720294101747089,0.022000000000000002,0.030265491900843117,0.027495454169735055,0.029732137494637018,0.02569046515733028,0.02856571371417141,0.02441311123146742,0.028000000000000014,0.024979991993593596
st_sd,,,,37.62977544445356,64.38167441127949,42.61455150532503,47.634021455258214,62.73754856543249,40.792156108742276,61.71709649683789,42.708313008125245,54.80875842417888,57.30619512757761,39.7994974842648,55.758407437802596,53.150729063673246,56.0,54.85435260760991,62.0,50.00999900019995,57.62811813689564,61.806148561449774,61.97580172938467,63.52952069707436,51.22499389946279,31.448370387032774,45.86937976471886,36.6742416417845,69.13754406977442,54.91812087098393,63.095166217389426,55.89275444992848,56.471231613982
k_step_v2 -a:k 1,7910.530999999999,8001.19,971,7709.86,4506.530000000001,8874.95,9941.259999999998,10410.32,7323.74,7528.120000000001,6802.049999999999,10007.81,8802.369999999999,8008.65,9312.72,4719.99,7539.06,9500.75,5092.509999999999,8525.5,8975.470000000001,10815.779999999999,5199.57,8364.32,7993.73,8886.16,4495.92,10001.460000000001,6074.37,7905.52,6895.410000000002,6707.099999999999,10394.929999999998
k_step_v2 -a:k 2,5719.684,5426.945,1007,5244.03,3075.86,6043.5199999999995,10120.06,9331.119999999999,2463.45,4278.25,3086.81,6397.460000000001,8988.830000000002,3657.73,8985.210000000001,5031.42,4716.82,5624.410000000001,3727.65,4870.75,5631.69,9081.97,2408.76,5202.82,6296.910000000001,7173.1900000000005,3641.44,9622.26,5685.35,5609.86,6505.35,4389.870000000001,4697.67
k_step_v2 -a:k 3,4607.899,4875.950000000001,1572,5678.46,2676.2100000000005,5513.51,8796.269999999999,5025.21,2970.41,4957.34,2722.11,7097.12,5116.030000000001,3326.3,5906.42,4732.040000000001,3401.04,5027.82,2098.98,5671.62,3706.35,5758.93,3336.67,2776.13,6386.04,2117.88,3159.09,5411.429999999999,5214.669999999999,4794.56,5926.16,4138.37,4793.799999999999
all_in_cluster -a:maxd 120 -a:minp 2,5928.836333333335,5659.69,825,3826.48,6308.08,3403.2300000000005,6523.62,4222.34,2638.8,3158.64,3983.01,5843.36,6204.450000000001,4903.349999999999,10089.269999999999,3689.0399999999995,5476.0199999999995,6920.41,2329.73,7585.9800000000005,6456.29,10038.15,7668.83,3792.6900000000005,10758.11,4297.91,3350.8500000000004,7624.910000000001,8069.15,4117.72,9610.88,4703.15,10270.640000000001
greedy_priority,12110.9,12130.369999999999,1970,14059.01,9337.23,13477.509999999998,15823.050000000003,12183.179999999998,8647.69,11519.36,9804.09,13857.099999999999,14572.07,10495.31,14634.44,9398.16,13342.54,13847.01,9364.83,12077.560000000001,12956.560000000001,14875.840000000002,9901.97,11162.3,12620.61,12943.01,8856.55,14236.17,11550.730000000001,11576.5,11828.01,12776.0,11602.609999999997
gravitational_search,4961.2903333333325,4954.235000000001,19257,6437.219999999999,3737.6200000000003,3545.67,4973.31,5559.46,3320.4,4339.83,4295.919999999999,5761.139999999999,5074.28,4976.869999999999,6905.91,4166.41,6496.349999999999,5669.490000000001,3486.4400000000005,4417.25,6068.06,4935.16,3949.48,3967.1300000000006,6311.38,6188.33,2982.87,7053.04,6230.73,4383.04,5527.0199999999995,3590.0,4488.9
onion_search_hamilton -a:cnum 2,2210.6026666666667,2062.705,819,749.3600000000001,679.14,86.4,3926.9800000000005,2298.59,0.0,836.8100000000001,0.0,6060.3099999999995,2544.3399999999997,1328.0700000000002,3547.4800000000005,2380.12,0.0,3417.3900000000003,0.0,0.0,1879.23,3166.79,1320.63,975.1199999999999,7515.170000000001,256.62,50.49,3662.830000000001,5678.32,2246.1800000000003,5993.129999999999,2617.09,3101.4900000000002
onion_search_hamilton -a:cnum 4,2355.8199999999997,1861.3799999999999,829,591.01,2232.58,86.4,5280.249999999999,2293.48,0.0,1476.8300000000002,480.83,4451.400000000001,4277.7300000000005,803.3399999999999,3637.36,4670.63,1388.1699999999998,3510.7500000000005,8.48,0.0,1922.5,3088.2899999999995,1190.77,1149.61,6558.070000000001,250.43,1800.2599999999998,3011.52,5147.759999999999,1545.2700000000002,5642.360000000001,1586.9200000000003,2591.6
onion_search_heuristic -a:cnum 2,2270.9576666666667,2088.91,828,749.3600000000001,679.14,86.4,3926.9800000000005,2298.59,0.0,836.8100000000001,0.0,6060.3099999999995,2544.3399999999997,1574.54,3547.4800000000005,2380.12,0.0,3417.3900000000003,0.0,0.0,1879.23,3166.79,1320.63,975.1199999999999,6536.94,256.62,50.49,3662.830000000001,6334.63,3167.3500000000004,6891.7,2683.45,3101.4900000000002
onion_search_heuristic -a:cnum 4,2386.7426666666665,1861.3799999999999,834,591.01,2232.58,86.4,4752.52,2297.65,0.0,1476.8300000000002,480.83,4451.400000000001,4277.7300000000005,803.3399999999999,3637.36,4670.63,1388.1699999999998,3510.7500000000005,8.48,0.0,1922.5,3088.2899999999995,1190.77,1149.61,6919.21,250.43,1800.2599999999998,3603.1199999999994,5950.75,1545.2700000000002,5337.870000000001,1586.9200000000003,2591.6


vn10wn10cf5cn3st500700p5:5000,Average,Median,Average runtime,vn10wn10cf5cn3st500700p5_0,vn10wn10cf5cn3st500700p5_1,vn10wn10cf5cn3st500700p5_2,vn10wn10cf5cn3st500700p5_3,vn10wn10cf5cn3st500700p5_4,vn10wn10cf5cn3st500700p5_5,vn10wn10cf5cn3st500700p5_6,vn10wn10cf5cn3st500700p5_7,vn10wn10cf5cn3st500700p5_8,vn10wn10cf5cn3st500700p5_9,vn10wn10cf5cn3st500700p5_10,vn10wn10cf5cn3st500700p5_11,vn10wn10cf5cn3st500700p5_12,vn10wn10cf5cn3st500700p5_13,vn10wn10cf5cn3st500700p5_14,vn10wn10cf5cn3st500700p5_15,vn10wn10cf5cn3st500700p5_16,vn10wn10cf5cn3st500700p5_17,vn10wn10cf5cn3st500700p5_18,vn10wn10cf5cn3st500700p5_19,vn10wn10cf5cn3st500700p5_20,vn10wn10cf5cn3st500700p5_21,vn10wn10cf5cn3st500700p5_22,vn10wn10cf5cn3st500700p5_23,vn10wn10cf5cn3st500700p5_24,vn10wn10cf5cn3st500700p5_25,vn10wn10cf5cn3st500700p5_26,vn10wn10cf5cn3st500700p5_27,vn10wn10cf5cn3st500700p5_28,vn10wn10cf5cn3st500700p5_29
Entropy,,,,0.6535212480354062,0.7966576244513051,0.796657624451305,0.7364516253185087,0.8193820026016112,0.5301029995663981,0.8795880017344074,0.8193820026016112,0.7966576244513051,0.7966576244513051,0.8795880017344074,0.6535212480354062,0.7137272471682026,0.6989700043360187,0.8795880017344074,0.796657624451305,0.6989700043360187,0.7364516253185087,0.6160396270529163,0.6762456261857125,0.7364516253185087,0.7364516253185088,0.796657624451305,0.5331092497698138,0.796657624451305,0.796657624451305,0.8795880017344074,0.6989700043360187,0.8193820026016112,0.8193820026016112
p_sd,,,,0.14108153670838716,0.1011137972781163,0.11019981851164729,0.15420765220960989,0.15226293048539424,0.10934349546269315,0.14554724318928203,0.11689311356961965,0.13212115651930997,0.1200833044182246,0.13059862173851605,0.1377534028617805,0.12768711759609894,0.11357816691600547,0.148,0.12451505933018704,0.15337535656030274,0.16277591959500645,0.11399999999999998,0.10111379727811629,0.13572030061858836,0.1581897594662815,0.132,0.11832159566199232,0.17069270634681494,0.09707728879609277,0.12650691680694778,0.11847362575695908,0.11892854997854804,0.1515255753990065
st_sd,,,,61.155539405682624,61.61168720299745,54.258639865002145,45.387222871640866,43.12771730569565,66.63332499583073,65.12296062065974,38.67815921162743,51.92301994298868,58.61740355901138,38.535697735995385,57.105166141076936,56.178287620752556,41.24318125460256,57.82732917920384,46.52956049652737,49.60846701924985,56.60388679233962,58.38664230798,61.163714733492114,54.91812087098393,66.66333324999583,40.69397989875161,50.75431016179808,51.22499389946279,50.882216932834204,43.40506882842141,16.1245154965971,62.960304954788775,63.31666447310692
k_step_v2 -a:k 1,7310.086999999998,6626.545,921,6587.16,6230.76,5999.65,4734.73,4831.69,12421.859999999999,5207.959999999999,9887.58,6001.599999999999,12956.490000000002,8976.539999999999,8715.92,9683.560000000001,9366.36,9615.640000000001,5248.51,6422.34,6893.59,6665.929999999999,6089.719999999999,3708.4000000000005,5608.679999999999,3323.3,5290.200000000001,5156.27,7690.1399999999985,10541.779999999999,8505.43,9562.18,7378.639999999999
k_step_v2 -a:k 2,5392.536999999999,4700.885,971,4602.14,4409.030000000001,2967.9799999999996,2365.13,4062.38,10332.289999999999,4976.870000000001,3694.49,3606.8999999999996,11782.2,6816.569999999999,7831.09,4091.100000000001,5944.15,6430.21,3990.03,5361.28,2783.4500000000003,4768.29,5523.74,3452.99,3536.0299999999997,2449.68,3959.2200000000003,5424.58,9329.929999999998,8728.369999999999,4633.4800000000005,7377.709999999999,6544.8
k_step_v2 -a:k 3,4614.448999999999,4247.51,1551,4664.52,3160.19,5809.97,2189.86,3484.52,8391.65,4239.26,4095.51,3947.1799999999994,9539.150000000001,5851.709999999999,6011.469999999999,4856.91,6242.26,5597.5199999999995,3940.4600000000005,4255.76,4033.62,2987.53,2696.54,2326.13,5208.739999999999,2988.2300000000005,3391.8100000000004,4397.110000000001,4023.29,5286.35,4177.62,6328.83,4309.77
all_in_cluster -a:maxd 120 -a:minp 2,6088.281000000002,6095.094999999999,791,3051.88,4304.4,8219.31,3399.79,3990.5600000000004,8527.23,4720.9800000000005,5909.719999999999,7265.55,12568.079999999998,8319.23,4773.39,8631.529999999999,6280.47,3803.31,6769.610000000001,6616.020000000001,4283.46,3191.97,2755.96,3920.06,3305.31,4645.450000000001,8988.92,5466.64,8311.26,6407.6,7475.89,10292.91,6451.94
greedy_priority,11100.567333333334,10944.9,1978,10309.97,11511.87,11136.820000000002,4661.07,8018.259999999999,13986.939999999999,10785.67,12141.59,10242.570000000002,17249.62,12925.969999999998,13688.34,10941.24,11401.369999999999,13191.749999999996,8926.630000000001,8655.55,9739.67,9887.59,11083.260000000002,6809.499999999999,10752.19,8482.97,10869.619999999999,10386.080000000002,15140.369999999999,12387.84,10948.56,13678.58,13075.56
gravitational_search,4650.367333333334,4652.94,195153,5560.659999999999,4071.0499999999997,3955.98,2411.6600000000003,5153.04,6478.4,5623.75,5980.780000000001,4173.49,7470.459999999999,4523.31,4753.4,4669.37,5886.6,5749.75,5153.849999999999,3480.17,4405.05,4328.349999999999,5961.500000000001,2694.13,5461.76,2983.7299999999996,1916.68,6319.0599999999995,4797.92,3465.93,3132.5099999999998,4636.509999999999,4312.17
onion_search_hamilton -a:cnum 2,2029.997,1558.87,801,0.0,1084.3200000000002,3447.3,0.0,334.88,2880.08,1300.83,2200.2200000000003,421.42999999999995,7488.02,2786.02,2954.2200000000003,1673.81,5396.17,1443.9299999999998,1096.6499999999999,4198.0,2686.83,0.0,0.0,78.03,1216.29,90.27,0.0,2036.8399999999997,192.96000000000004,4087.8999999999996,3903.57,4683.76,3217.58
onion_search_hamilton -a:cnum 4,2367.7426666666665,2050.12,790,12.870000000000001,2063.4,3447.3,0.0,1054.0500000000002,1567.1999999999998,2463.99,2200.2200000000003,5009.17,5875.63,1947.98,2992.26,1422.95,6572.410000000001,4551.49,2860.52,4438.92,2917.12,1085.58,307.03999999999996,771.5400000000001,1585.55,63.72,639.37,2036.8399999999997,164.32,4087.8999999999996,1478.3599999999997,4835.070000000001,2579.51
onion_search_heuristic -a:cnum 2,2151.5173333333337,2118.5299999999997,791,0.0,1084.3200000000002,3447.3,0.0,334.88,2880.08,1300.83,2200.2200000000003,421.42999999999995,5864.17,2786.02,2954.2200000000003,1673.81,7041.989999999999,3417.88,2751.1000000000004,4004.92,2875.1499999999996,0.0,0.0,78.03,1216.29,90.27,0.0,2036.8399999999997,192.96000000000004,4087.8999999999996,3903.57,4683.76,3217.58
onion_search_heuristic -a:cnum 4,2418.413,2050.12,810,12.870000000000001,2063.4,3447.3,0.0,1054.0500000000002,1567.1999999999998,2463.99,2200.2200000000003,5009.17,5875.63,1947.98,2667.18,1422.95,6572.410000000001,6396.68,2860.52,4438.92,2917.12,1085.58,307.03999999999996,771.5400000000001,1585.55,63.72,639.37,2036.8399999999997,164.32,4087.8999999999996,1478.3599999999997,4835.070000000001,2579.51


vn10wn10cf5cn3st300800p1:5000,Average,Median,Average runtime,vn10wn10cf5cn3st300800p1_0,vn10wn10cf5cn3st300800p1_1,vn10wn10cf5cn3st300800p1_2,vn10wn10cf5cn3st300800p1_3,vn10wn10cf5cn3st300800p1_4,vn10wn10cf5cn3st300800p1_5,vn10wn10cf5cn3st300800p1_6,vn10wn10cf5cn3st300800p1_7,vn10wn10cf5cn3st300800p1_8,vn10wn10cf5cn3st300800p1_9,vn10wn10cf5cn3st300800p1_10,vn10wn10cf5cn3st300800p1_11,vn10wn10cf5cn3st300800p1_12,vn10wn10cf5cn3st300800p1_13,vn10wn10cf5cn3st300800p1_14,vn10wn10cf5cn3st300800p1_15,vn10wn10cf5cn3st300800p1_16,vn10wn10cf5cn3st300800p1_17,vn10wn10cf5cn3st300800p1_18,vn10wn10cf5cn3st300800p1_19,vn10wn10cf5cn3st300800p1_20,vn10wn10cf5cn3st300800p1_21,vn10wn10cf5cn3st300800p1_22,vn10wn10cf5cn3st300800p1_23,vn10wn10cf5cn3st300800p1_24,vn10wn10cf5cn3st300800p1_25,vn10wn10cf5cn3st300800p1_26,vn10wn10cf5cn3st300800p1_27,vn10wn10cf5cn3st300800p1_28,vn10wn10cf5cn3st300800p1_29
Entropy,,,,0.8193820026016112,0.5558336279201201,0.6387640052032225,0.7966576244513051,0.7966576244513051,0.7137272471682026,0.8193820026016112,0.7364516253185087,0.8795880017344074,0.6505149978319905,0.7364516253185088,0.759176003468815,0.7364516253185087,0.9397940008672037,0.7137272471682026,0.7966576244513051,0.7364516253185087,0.47290325063701755,0.8193820026016112,0.7364516253185087,0.6989700043360187,0.9397940008672037,0.6989700043360187,0.6535212480354063,0.7137272471682026,0.5331092497698139,0.6160396270529163,0.6387640052032225,0.9397940008672037,0.6535212480354063
p_sd,,,,0.028000000000000004,0.026907248094147435,0.01326649916142161,0.025377155080899064,0.0249799919935936,0.028000000000000008,0.029393876913398145,0.025612496949731407,0.028354893757515657,0.025377155080899046,0.03200000000000001,0.019595917942265444,0.031304951684997064,0.03346640106136303,0.024979991993593596,0.020000000000000007,0.016613247725836167,0.025377155080899053,0.02993325909419154,0.030724582991474444,0.031240998703626628,0.0227156333832011,0.026832815729997482,0.0272029410174709,0.029664793948382666,0.025298221281347046,0.028000000000000004,0.02529822128134704,0.0285657137141714,0.02441311123146742
st_sd,,,,128.2809416865966,134.22369388450014,135.95955280891445,127.96874618437113,146.04451376207186,145.15164484083533,134.6142637315972,130.54118124178285,126.63332894621384,145.08273501695507,148.13844875656017,102.66937225872184,132.04544672195252,124.51505933018704,129.59938271457932,123.0,160.38703189472645,106.8831137270991,130.57181931795236,73.27346040688948,155.3994851986325,125.1758762701504,170.69270634681496,163.12265323982442,124.93598360760602,119.60351165413162,84.02975663418287,139.2838827718412,153.55780670483674,149.86994361779148
k_step_v2 -a:k 1,8187.639333333335,8558.61,1233,8908.140000000001,8504.98,6183.070000000001,3338.22,10655.59,7748.540000000001,8186.0,10825.59,11334.25,7891.400000000001,6415.639999999999,9724.89,9950.38,10045.310000000001,7177.4400000000005,9546.31,8161.0,8340.0,4211.19,5254.04,8366.47,8612.24,11177.019999999997,11380.32,9134.36,8902.57,2165.7200000000003,5938.64,8806.79,8743.07
k_step_v2 -a:k 2,6364.238666666666,6692.700000000001,1229,7702.820000000001,7306.66,4890.7699999999995,2048.58,8028.669999999998,6465.119999999999,6601.41,10252.439999999999,7127.92,3935.559999999999,5383.8,8994.72,10017.189999999999,8566.18,4267.68,5968.33,6783.990000000001,3739.3199999999997,3237.7400000000002,4416.09,7497.47,7647.650000000001,9642.9,9185.33,7384.34,4437.57,1827.9299999999998,4358.09,6153.889999999999,7057.0
k_step_v2 -a:k 3,5461.240666666667,5242.285,1816,5765.87,6145.340000000001,3159.8199999999997,1858.12,8719.98,4646.41,5935.92,8316.32,6791.12,4457.8099999999995,4289.54,5441.58,9118.64,6430.930000000001,3813.3999999999996,4544.28,6620.0,3617.79,3422.0800000000004,4503.98,6684.53,6533.639999999999,8556.98,7447.65,5837.700000000001,5042.99,2212.1600000000003,4412.88,4654.6900000000005,4855.07
all_in_cluster -a:maxd 120 -a:minp 2,7355.578333333333,7688.655000000001,1082,10188.38,10397.220000000001,2584.48,2340.79,7759.81,6186.32,10531.409999999998,10287.900000000001,8360.07,4021.5799999999995,6081.56,9068.79,12658.050000000001,11205.809999999998,3394.47,5939.1900000000005,12371.989999999998,8424.47,6492.35,3716.51,8409.32,8547.83,12927.179999999998,7617.5,7483.239999999999,7933.210000000001,1155.3600000000001,4875.77,3498.7900000000004,6208.0
greedy_priority,12771.838333333331,13127.740000000002,2096,14556.53,12606.359999999999,10312.65,8787.01,15675.609999999999,11636.69,12890.320000000002,15620.119999999999,14161.53,9788.3,10036.300000000001,14699.310000000001,17665.43,14724.33,12520.84,12471.78,12600.76,13387.66,8017.84,13134.660000000002,14288.820000000002,13728.109999999999,16667.69,15255.12,14210.250000000002,10662.37,4493.880000000001,13120.82,10112.11,15321.949999999997
gravitational_search,6490.747,6491.235,19109,6843.04,10174.810000000001,4382.800000000001,2687.01,7039.250000000001,6422.750000000001,4780.67,8394.88,7801.119999999999,5812.18,6077.25,6763.54,9433.67,6513.790000000001,6836.71,5448.15,7622.619999999999,4765.11,4373.67,8772.77,6489.72,8001.89,8531.279999999999,9419.570000000002,6327.0999999999985,4894.8,2299.73,6372.48,4947.3,6492.749999999999
onion_search_hamilton -a:cnum 2,4472.365333333333,4095.895,1042,6776.99,7179.04,656.37,740.37,4836.16,4469.47,5829.74,7947.64,6607.519999999999,2673.15,3429.9900000000007,2953.1900000000005,3027.4500000000003,5822.01,1845.4500000000003,1755.94,7810.34,3976.34,1026.4,1245.49,8191.57,9311.21,9230.31,7477.03,7854.319999999999,2148.81,0.0,2341.23,2791.98,4215.45
onion_search_hamilton -a:cnum 4,4339.166,3994.995,1051,6540.63,7226.75,669.17,641.0799999999999,4836.16,4152.099999999999,5662.08,7610.759999999999,6631.49,2673.15,3195.0,2710.2500000000005,4177.27,8255.09,2135.66,3837.8900000000003,7394.280000000001,3072.120000000001,1252.35,3089.25,7722.07,6512.58,7632.799999999999,5666.7300000000005,5418.3,1803.03,0.0,3180.5600000000004,2727.61,3748.77
