vn5wn0cf0cn0st300500p1:5000,Average,Median,Average runtime,vn5wn0cf0cn0st300500p1_0,vn5wn0cf0cn0st300500p1_1,vn5wn0cf0cn0st300500p1_2,vn5wn0cf0cn0st300500p1_3,vn5wn0cf0cn0st300500p1_4,vn5wn0cf0cn0st300500p1_5,vn5wn0cf0cn0st300500p1_6,vn5wn0cf0cn0st300500p1_7,vn5wn0cf0cn0st300500p1_8,vn5wn0cf0cn0st300500p1_9,vn5wn0cf0cn0st300500p1_10,vn5wn0cf0cn0st300500p1_11,vn5wn0cf0cn0st300500p1_12,vn5wn0cf0cn0st300500p1_13,vn5wn0cf0cn0st300500p1_14,vn5wn0cf0cn0st300500p1_15,vn5wn0cf0cn0st300500p1_16,vn5wn0cf0cn0st300500p1_17,vn5wn0cf0cn0st300500p1_18,vn5wn0cf0cn0st300500p1_19,vn5wn0cf0cn0st300500p1_20,vn5wn0cf0cn0st300500p1_21,vn5wn0cf0cn0st300500p1_22,vn5wn0cf0cn0st300500p1_23,vn5wn0cf0cn0st300500p1_24,vn5wn0cf0cn0st300500p1_25,vn5wn0cf0cn0st300500p1_26,vn5wn0cf0cn0st300500p1_27,vn5wn0cf0cn0st300500p1_28,vn5wn0cf0cn0st300500p1_29
k_step_v2 -a:k 3,2108.055333333333,2076.2650000000003,1128,2039.3799999999999,2496.2000000000003,2093.37,2115.8199999999997,1565.5800000000002,2161.43,1849.93,2078.5,1776.65,1851.8000000000002,2804.95,2480.66,1904.7099999999998,2085.13,2569.51,1818.41,2680.16,1824.5900000000001,2032.4,2078.8900000000003,1700.4500000000003,2545.77,2074.03,2113.1,1894.1,1608.45,3326.85,2133.3400000000006,1761.34,1776.1599999999999
all_in_cluster -a:maxd 120 -a:minp 2,1357.4076666666667,1238.1399999999999,84,995.28,1378.26,2007.54,1255.2800000000002,741.03,1618.76,1144.95,1110.4499999999998,1008.1199999999999,2350.2799999999997,1795.3600000000001,2048.6800000000003,1201.6299999999999,1206.9399999999998,1241.6,1063.53,1641.79,1014.45,908.79,1645.21,1324.96,1886.83,1665.44,2450.4700000000003,1234.6799999999998,462.95,2428.72,553.84,570.7900000000001,765.62
greedy_priority,1912.551,1497.06,111,1292.5099999999998,2301.91,1501.4099999999999,1943.42,958.0699999999999,1492.71,1015.49,951.9599999999999,2082.43,1340.02,3717.32,1687.11,1713.2600000000002,2494.9700000000003,1736.33,1148.32,3197.5600000000004,595.6,1119.8300000000002,1116.0700000000002,1135.54,4722.78,1060.6000000000001,2375.99,2071.87,1492.55,6906.679999999999,1998.0200000000004,1299.3799999999999,906.82
gravitational_search,1416.9833333333333,1143.59,495,1100.5600000000002,1790.1999999999996,1369.9599999999998,1297.41,846.16,1451.8,874.4200000000001,1101.44,1142.1999999999998,1073.75,2313.93,1721.4600000000003,1132.0900000000001,1660.66,1375.9100000000003,1103.63,2199.11,619.16,872.2800000000001,1122.9499999999998,940.8000000000001,2791.87,971.7,1719.74,1632.1899999999998,1535.24,4029.1099999999997,1144.98,977.96,596.83
onion_search_hamilton -a:cnum 2,35.06066666666667,0.0,92,0.0,0.0,130.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.37,0.0,0.0,0.0
onion_search_hamilton -a:cnum 4,56.248666666666665,0.0,108,0.0,0.0,178.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.13,0.0,890.8299999999999,0.0,0.0,0.0
onion_search_heuristic -a:cnum 2,34.88,0.0,99,0.0,0.0,130.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.69000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.37,0.0,0.0,0.0
onion_search_heuristic -a:cnum 4,56.248666666666665,0.0,146,0.0,0.0,178.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.13,0.0,890.8299999999999,0.0,0.0,0.0


vn10wn0cf8cn3st300800p5:5000,Average,Median,Average runtime,vn10wn0cf8cn3st300800p5_0,vn10wn0cf8cn3st300800p5_1,vn10wn0cf8cn3st300800p5_2,vn10wn0cf8cn3st300800p5_3,vn10wn0cf8cn3st300800p5_4,vn10wn0cf8cn3st300800p5_5,vn10wn0cf8cn3st300800p5_6,vn10wn0cf8cn3st300800p5_7,vn10wn0cf8cn3st300800p5_8,vn10wn0cf8cn3st300800p5_9,vn10wn0cf8cn3st300800p5_10,vn10wn0cf8cn3st300800p5_11,vn10wn0cf8cn3st300800p5_12,vn10wn0cf8cn3st300800p5_13,vn10wn0cf8cn3st300800p5_14,vn10wn0cf8cn3st300800p5_15,vn10wn0cf8cn3st300800p5_16,vn10wn0cf8cn3st300800p5_17,vn10wn0cf8cn3st300800p5_18,vn10wn0cf8cn3st300800p5_19,vn10wn0cf8cn3st300800p5_20,vn10wn0cf8cn3st300800p5_21,vn10wn0cf8cn3st300800p5_22,vn10wn0cf8cn3st300800p5_23,vn10wn0cf8cn3st300800p5_24,vn10wn0cf8cn3st300800p5_25,vn10wn0cf8cn3st300800p5_26,vn10wn0cf8cn3st300800p5_27,vn10wn0cf8cn3st300800p5_28,vn10wn0cf8cn3st300800p5_29
Entropy,,,,0.47290325063701755,0.5933152489026101,0.6160396270529164,0.5705908707523039,0.7364516253185087,0.6535212480354062,0.6535212480354062,0.6535212480354063,0.796657624451305,0.7364516253185087,0.6160396270529163,0.6989700043360187,0.5301029995663982,0.6535212480354063,0.44717262228329563,0.7966576244513051,0.5301029995663981,0.2652949955741215,0.4729032506370176,0.6535212480354062,0.7137272471682026,0.7364516253185087,0.6535212480354062,0.55583362792012,0.4126972515042213,0.55583362792012,0.6989700043360187,0.4729032506370176,0.5903089986991944,0.6535212480354063
p_sd,,,,0.1122319027727856,0.14422205101855956,0.159298462013919,0.1225724275683565,0.160312195418814,0.09583318840568751,0.14462364951832737,0.16881943016134132,0.13340164916521835,0.13919770113044252,0.11128342194594844,0.12851459061133874,0.10315037566582103,0.1678570820668583,0.16758281534811378,0.1225724275683565,0.13499629624548962,0.13601470508735444,0.17417232845661793,0.1251559027772961,0.13944174410842686,0.1397712416772492,0.16881943016134132,0.14284257068535275,0.16965848048358795,0.13792751719653332,0.15829087149927504,0.08284926070883193,0.1516443206981389,0.13280060240827224
st_sd,,,,123.596116443843,117.98728745080972,95.51963149007642,154.59948253470967,142.61837188805654,112.2007130102122,136.98540068197048,103.05338422390601,116.45170672858342,109.36635680134911,124.6755790040696,138.56767299770897,96.33275663033837,129.5376393176902,164.92725669215505,176.07952748687168,155.35765188750761,125.1758762701504,139.15818337417315,173.1935333665781,164.80594649465777,156.01602481796542,193.277003288027,136.63454907160195,110.76551810017412,152.6728528586533,138.58210562695314,164.5265935950781,146.43770006388382,127.21635115031401
k_step_v2 -a:k 1,1609.945,1570.0300000000002,109,1212.4099999999999,1258.45,1797.06,1847.1499999999999,1711.37,1142.38,727.23,1128.09,1795.91,1799.9099999999999,1537.3700000000001,1709.55,1226.94,1406.16,2429.2,1345.1,1407.87,1602.69,1628.8600000000001,2051.1800000000003,1129.65,1973.56,2527.93,1464.57,1930.6299999999999,924.2199999999998,1650.2800000000002,3230.4,1382.73,1319.5
k_step_v2 -a:k 2,1694.2103333333332,1701.2450000000001,242,1392.6999999999998,1690.4099999999999,1933.53,1708.8700000000001,1759.31,1241.6900000000003,1134.74,1456.47,1876.49,1764.8200000000002,2029.41,2435.81,1083.33,1497.54,2381.65,1482.02,1763.1,1605.1599999999999,1640.1000000000001,1976.1400000000003,1738.8600000000001,1906.1700000000003,1693.6200000000001,1493.58,1782.97,1032.4700000000003,1328.0900000000001,2716.0899999999997,1931.8400000000001,1349.33
k_step_v2 -a:k 3,2025.181,2075.355,1122,1775.4400000000003,1577.69,2394.4,2515.52,1774.12,1711.1599999999999,1586.62,1608.29,2409.93,2054.21,2474.6099999999997,2318.79,1622.1799999999998,1923.3999999999999,2337.1099999999997,1917.81,2131.29,1700.74,2162.1800000000003,2475.36,1729.54,2230.9500000000003,2355.69,2201.71,1793.75,1311.13,2096.5,2541.0899999999997,2163.5,1860.72
all_in_cluster -a:maxd 120 -a:minp 2,1315.355,1229.8200000000002,85,361.73,1231.94,1076.2599999999998,2001.74,1521.75,912.12,1122.83,1434.44,2133.92,1504.98,1611.85,1877.21,1530.21,1148.76,1164.3,975.51,1227.7,609.25,1120.27,1435.49,1116.27,1659.2300000000002,3086.5699999999997,1350.4399999999998,263.64,478.11,1765.32,1158.27,1364.83,1215.7099999999998
greedy_priority,1964.9606666666666,1883.7199999999998,110,770.79,1004.79,3278.4199999999996,2303.34,3904.1299999999997,1034.22,775.01,980.33,1584.9499999999998,2290.39,2056.42,2245.92,975.8900000000001,2370.4,2630.31,1339.8700000000001,1917.6099999999997,2295.22,2625.8199999999997,2436.35,1660.0500000000002,1849.8300000000002,3061.67,1368.91,1672.12,466.96,1313.02,4923.9800000000005,2306.1499999999996,1505.95
gravitational_search,1404.9173333333333,1426.355,487,861.46,949.9499999999999,1874.25,1610.8,2221.23,742.96,716.76,757.16,1108.9199999999998,1811.74,1610.5099999999998,1869.2800000000002,707.1999999999999,1350.77,1842.79,1314.82,1501.9399999999998,1552.97,2081.23,1714.17,1285.0600000000002,1533.04,2082.1099999999997,1055.71,1262.85,451.84000000000003,1197.54,2436.4300000000003,1710.52,931.51
onion_search_hamilton -a:cnum 2,0.7033333333333334,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,0.0,0.0,0.0,1.75,0.0,0.0,0.0
onion_search_hamilton -a:cnum 4,28.731333333333335,0.0,108,0.0,0.0,0.0,0.0,32.370000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.62,0.0,269.22,0.0,0.0,0.0,0.0,271.72,179.01,0.0
onion_search_heuristic -a:cnum 2,0.7033333333333334,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,0.0,0.0,0.0,1.75,0.0,0.0,0.0
onion_search_heuristic -a:cnum 4,28.731333333333335,0.0,147,0.0,0.0,0.0,0.0,32.370000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.62,0.0,269.22,0.0,0.0,0.0,0.0,271.72,179.01,0.0


vn10wn0cf8cn5st500700p1:5000,Average,Median,Average runtime,vn10wn0cf8cn5st500700p1_0,vn10wn0cf8cn5st500700p1_1,vn10wn0cf8cn5st500700p1_2,vn10wn0cf8cn5st500700p1_3,vn10wn0cf8cn5st500700p1_4,vn10wn0cf8cn5st500700p1_5,vn10wn0cf8cn5st500700p1_6,vn10wn0cf8cn5st500700p1_7,vn10wn0cf8cn5st500700p1_8,vn10wn0cf8cn5st500700p1_9,vn10wn0cf8cn5st500700p1_10,vn10wn0cf8cn5st500700p1_11,vn10wn0cf8cn5st500700p1_12,vn10wn0cf8cn5st500700p1_13,vn10wn0cf8cn5st500700p1_14,vn10wn0cf8cn5st500700p1_15,vn10wn0cf8cn5st500700p1_16,vn10wn0cf8cn5st500700p1_17,vn10wn0cf8cn5st500700p1_18,vn10wn0cf8cn5st500700p1_19,vn10wn0cf8cn5st500700p1_20,vn10wn0cf8cn5st500700p1_21,vn10wn0cf8cn5st500700p1_22,vn10wn0cf8cn5st500700p1_23,vn10wn0cf8cn5st500700p1_24,vn10wn0cf8cn5st500700p1_25,vn10wn0cf8cn5st500700p1_26,vn10wn0cf8cn5st500700p1_27,vn10wn0cf8cn5st500700p1_28,vn10wn0cf8cn5st500700p1_29
Entropy,,,,0.6989700043360187,0.55583362792012,0.5903089986991943,0.6989700043360187,0.6989700043360187,0.7364516253185087,0.6762456261857125,0.7966576244513051,0.7364516253185087,0.6387640052032225,0.7364516253185087,0.8568636235841013,0.7137272471682026,0.7137272471682026,0.8193820026016112,0.6387640052032225,0.759176003468815,0.6762456261857126,0.7364516253185087,0.6989700043360187,0.759176003468815,0.7364516253185087,0.6505149978319906,0.8193820026016112,0.7364516253185088,0.7364516253185087,0.759176003468815,0.7364516253185087,0.5903089986991943,0.5301029995663981
p_sd,,,,0.0240831891575846,0.021540659228538022,0.0272029410174709,0.03026549190084312,0.02400000000000002,0.023664319132398474,0.029393876913398148,0.030265491900843124,0.023323807579381215,0.026832815729997482,0.030983866769659352,0.032802438933713464,0.028284271247461912,0.019595917942265444,0.031240998703626625,0.024413111231467412,0.026907248094147438,0.029393876913398145,0.025612496949731396,0.026907248094147424,0.017435595774162697,0.020099751242241802,0.030000000000000006,0.020493901531919198,0.018000000000000006,0.03376388603226828,0.02374868417407584,0.02749545416973505,0.029933259094191547,0.02973213749463702
st_sd,,,,47.74934554525329,57.105166141076936,57.0,52.38320341483518,50.950956811427986,56.568542494923804,50.15974481593781,44.05678154382138,47.70744176750625,60.83584469702052,71.28113354878694,54.735728733616035,55.67764362830022,72.24956747275377,62.89674077406555,42.76680956068619,62.0966987850401,41.036569057366385,65.26867548832288,52.583267300539625,55.14526271584895,55.0,54.230987451824994,61.48983655857283,42.532340636273474,40.792156108742276,64.18722614352485,63.37191807101944,51.0,51.02940328869229
k_step_v2 -a:k 1,1664.1766666666667,1678.8249999999998,105,1968.5199999999995,1860.8999999999999,820.1500000000001,1654.4099999999999,1581.8,1580.76,917.79,1807.1499999999999,1595.52,1712.96,941.6,2490.83,1714.54,1596.31,1766.4199999999998,2490.5800000000004,1589.03,2454.14,1774.3799999999999,1210.82,1026.42,1180.34,870.22,1856.1599999999999,943.5699999999999,2025.9800000000002,1703.24,2678.9100000000003,2941.4199999999996,1170.43
k_step_v2 -a:k 2,1660.3263333333337,1598.0700000000002,222,2131.38,1417.95,1443.9300000000003,1556.5800000000002,1435.13,1969.89,1573.8600000000001,1742.5900000000001,1757.73,1856.0399999999997,1358.14,2491.76,1546.25,1666.48,1963.4099999999999,1619.1800000000003,1706.58,1787.17,1423.57,1576.96,1575.4399999999998,1451.08,1217.11,1293.5,1355.1499999999999,1692.92,1840.65,1844.4400000000003,2045.35,1469.57
k_step_v2 -a:k 3,1883.4330000000002,1858.195,1015,1924.38,2226.25,1658.6000000000004,2008.8799999999999,1993.7600000000002,1863.9499999999998,1661.6400000000003,1852.44,2123.6699999999996,2141.81,1996.7299999999998,1920.6100000000004,2057.04,1771.24,1803.3200000000002,1819.75,1811.8799999999999,1814.2599999999998,2099.16,1813.16,1948.4099999999999,2022.4999999999998,1264.8400000000001,1733.48,1597.2299999999998,1609.2900000000002,1589.63,2678.95,1705.37,1990.7600000000002
all_in_cluster -a:maxd 120 -a:minp 2,1529.113,1657.6599999999999,88,1793.8600000000001,1428.5700000000002,1050.52,945.2299999999999,1749.11,2112.38,536.36,1942.36,1534.2900000000002,1221.8700000000001,1130.5600000000002,2029.78,1031.86,2138.74,1863.4199999999998,975.9200000000001,1704.4299999999998,1771.48,1762.8500000000001,1250.65,1610.8899999999999,1793.13,666.0,2446.7799999999997,1131.3799999999999,1331.0,1773.8000000000002,1990.21,1930.08,1225.88
greedy_priority,1725.3056666666666,1585.7100000000003,115,2256.99,2176.91,676.3500000000001,941.59,2208.3,3197.35,958.4000000000001,1958.83,1438.1,2605.1,1412.7799999999997,1597.4600000000003,1445.31,1573.9600000000003,2067.31,1923.9099999999999,1915.35,2461.77,2601.5899999999997,876.66,1436.89,1526.2900000000002,829.39,1504.12,1272.27,2105.29,1119.96,2428.97,1926.08,1315.8899999999999
gravitational_search,1316.4836666666667,1305.98,564,1714.2499999999998,1627.6100000000001,456.03,847.5899999999999,2375.88,1402.7399999999998,691.34,1855.23,1136.9299999999998,1920.92,917.4200000000001,1323.9399999999998,1304.33,1167.43,1587.89,1406.9400000000003,1163.92,2103.82,1613.61,730.8100000000001,1546.16,1241.13,720.12,1307.6299999999999,988.5799999999999,1326.03,987.75,1779.87,1118.68,1129.93
onion_search_hamilton -a:cnum 2,0.0,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion_search_hamilton -a:cnum 4,0.0,0.0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion_search_heuristic -a:cnum 2,0.0,0.0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion_search_heuristic -a:cnum 4,0.0,0.0,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


vn10wn0cf8cn5st500700p5:5000,Average,Median,Average runtime,vn10wn0cf8cn5st500700p5_0,vn10wn0cf8cn5st500700p5_1,vn10wn0cf8cn5st500700p5_2,vn10wn0cf8cn5st500700p5_3,vn10wn0cf8cn5st500700p5_4,vn10wn0cf8cn5st500700p5_5,vn10wn0cf8cn5st500700p5_6,vn10wn0cf8cn5st500700p5_7,vn10wn0cf8cn5st500700p5_8,vn10wn0cf8cn5st500700p5_9,vn10wn0cf8cn5st500700p5_10,vn10wn0cf8cn5st500700p5_11,vn10wn0cf8cn5st500700p5_12,vn10wn0cf8cn5st500700p5_13,vn10wn0cf8cn5st500700p5_14,vn10wn0cf8cn5st500700p5_15,vn10wn0cf8cn5st500700p5_16,vn10wn0cf8cn5st500700p5_17,vn10wn0cf8cn5st500700p5_18,vn10wn0cf8cn5st500700p5_19,vn10wn0cf8cn5st500700p5_20,vn10wn0cf8cn5st500700p5_21,vn10wn0cf8cn5st500700p5_22,vn10wn0cf8cn5st500700p5_23,vn10wn0cf8cn5st500700p5_24,vn10wn0cf8cn5st500700p5_25,vn10wn0cf8cn5st500700p5_26,vn10wn0cf8cn5st500700p5_27,vn10wn0cf8cn5st500700p5_28,vn10wn0cf8cn5st500700p5_29
Entropy,,,,0.6535212480354063,0.7364516253185087,0.6989700043360187,0.7364516253185087,0.6535212480354063,0.796657624451305,0.6387640052032225,0.8568636235841012,0.7364516253185087,0.5785580060704263,0.759176003468815,0.6535212480354063,0.6387640052032225,0.6762456261857125,0.6387640052032225,0.7137272471682025,0.7364516253185087,0.6387640052032225,0.796657624451305,0.6160396270529163,0.47290325063701766,0.6762456261857125,0.796657624451305,0.7364516253185088,0.759176003468815,0.8795880017344074,0.8193820026016112,0.5903089986991944,0.7364516253185088,0.5933152489026101
p_sd,,,,0.18757398540309367,0.13326664999166143,0.17601136326953437,0.16527552752903252,0.11574109036984229,0.11696153213770757,0.15409088227406578,0.14499655168313486,0.12642784503423288,0.1574293492332354,0.09219544457292887,0.15875767697972906,0.14799999999999996,0.1822635454499884,0.08809086218218096,0.1475262688472802,0.1441665703275208,0.09593747964169165,0.1512084653714864,0.05813776741499454,0.10675204916066014,0.146424041741785,0.17408044117591154,0.1338656042454521,0.13059862173851605,0.14961283367412034,0.15493224325491448,0.12617448236470005,0.10239140588936163,0.11178550889985694
st_sd,,,,58.0,43.37049688440288,54.30469592954186,59.49789912257407,59.90826320300064,60.530983801686226,51.19570294468082,59.841457201508724,67.88961628997471,58.180752831155424,54.85435260760991,31.76476034853718,51.58488150611572,52.43090691567332,51.536394906900505,60.4648658313239,45.78209256903839,54.36910887627275,47.12748667179272,52.04805471869242,38.84584919911006,53.150729063673246,50.556898639058154,66.81317235396027,53.47896782848375,51.38093031466052,44.82186966202994,52.3450093132096,52.354560450833695,69.20260110718382
k_step_v2 -a:k 1,1516.6166666666663,1435.17,107,1538.6299999999999,2385.2999999999997,1370.6299999999999,1731.2299999999998,1730.31,2108.7,1265.8999999999999,1551.9,1227.71,1227.03,2010.5199999999998,1434.23,1095.5,1149.83,1580.31,1508.4299999999998,1947.95,1170.48,1338.57,1436.11,1536.2199999999998,2342.54,1367.5099999999998,1392.6899999999998,1576.84,1283.48,1420.6000000000001,1091.87,937.2099999999999,1740.2699999999998
k_step_v2 -a:k 2,1640.6483333333333,1542.715,230,1432.32,2823.04,1831.2099999999998,1569.7700000000002,2000.16,1642.7099999999998,1415.07,1814.74,1567.29,1301.2000000000003,1679.0900000000001,1513.3499999999997,1186.59,1353.91,2122.04,1813.97,2094.48,1255.62,1349.3399999999997,1518.1399999999999,1516.9899999999998,1752.08,1477.19,1462.06,1960.1,1363.5,1648.4699999999998,1341.72,1060.99,2352.31
k_step_v2 -a:k 3,1835.8636666666666,1774.345,1065,1778.3100000000002,2394.2400000000002,2250.79,2020.8999999999999,2508.97,1761.26,1770.3799999999999,1946.6899999999998,1697.9,1560.4099999999999,1555.56,1434.74,1187.54,1715.5500000000002,2470.9799999999996,1846.8700000000001,1878.7299999999996,1553.75,1871.2,1932.78,1600.67,2430.24,1552.1399999999999,1973.1199999999997,2071.8,1258.8400000000001,1670.2800000000002,1769.2700000000002,1424.9600000000003,2187.04
all_in_cluster -a:maxd 120 -a:minp 2,1535.7143333333331,1523.6950000000002,85,1272.33,2578.52,1979.75,1929.1399999999999,1531.1000000000001,1965.4900000000002,2270.16,1709.0400000000002,886.67,880.8199999999999,1656.4899999999998,2061.0,1316.55,1480.2500000000002,1312.41,1482.07,1031.02,698.4599999999999,1275.1000000000001,1516.2900000000002,1736.2599999999998,1362.3600000000001,2432.96,1708.7300000000002,1768.02,1203.4,1742.3400000000001,320.22999999999996,1102.45,1862.0200000000002
greedy_priority,1595.1893333333333,1427.8400000000001,116,1451.8700000000001,1818.8299999999997,1238.8400000000001,2775.39,2553.53,1561.96,1403.79,2210.17,1216.0300000000002,1238.82,1403.81,2022.8199999999997,589.2099999999999,1713.7700000000002,1124.1299999999999,1530.45,2539.35,963.2200000000001,1159.96,1124.44,1657.89,1727.32,1163.53,1393.24,2689.48,1275.91,1899.5700000000002,1212.7800000000002,662.7400000000001,2532.83
gravitational_search,1279.5356666666667,1212.45,559,1700.86,1496.5799999999997,1294.89,1650.8099999999997,2086.29,1264.34,872.2299999999999,1616.68,743.88,854.1999999999999,1058.83,1224.69,646.61,1319.02,1108.1999999999998,1171.8500000000001,1867.1599999999999,773.5,1081.51,1027.2,1350.01,1824.22,1162.1299999999999,1173.9800000000002,2188.34,979.52,1313.3700000000001,1200.21,660.84,1674.12
onion_search_hamilton -a:cnum 2,0.0,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion_search_hamilton -a:cnum 4,0.0,0.0,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion_search_heuristic -a:cnum 2,0.0,0.0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion_search_heuristic -a:cnum 4,0.0,0.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


vn10wn0cf8cn5st300800p1:5000,Average,Median,Average runtime,vn10wn0cf8cn5st300800p1_0,vn10wn0cf8cn5st300800p1_1,vn10wn0cf8cn5st300800p1_2,vn10wn0cf8cn5st300800p1_3,vn10wn0cf8cn5st300800p1_4,vn10wn0cf8cn5st300800p1_5,vn10wn0cf8cn5st300800p1_6,vn10wn0cf8cn5st300800p1_7,vn10wn0cf8cn5st300800p1_8,vn10wn0cf8cn5st300800p1_9,vn10wn0cf8cn5st300800p1_10,vn10wn0cf8cn5st300800p1_11,vn10wn0cf8cn5st300800p1_12,vn10wn0cf8cn5st300800p1_13,vn10wn0cf8cn5st300800p1_14,vn10wn0cf8cn5st300800p1_15,vn10wn0cf8cn5st300800p1_16,vn10wn0cf8cn5st300800p1_17,vn10wn0cf8cn5st300800p1_18,vn10wn0cf8cn5st300800p1_19,vn10wn0cf8cn5st300800p1_20,vn10wn0cf8cn5st300800p1_21,vn10wn0cf8cn5st300800p1_22,vn10wn0cf8cn5st300800p1_23,vn10wn0cf8cn5st300800p1_24,vn10wn0cf8cn5st300800p1_25,vn10wn0cf8cn5st300800p1_26,vn10wn0cf8cn5st300800p1_27,vn10wn0cf8cn5st300800p1_28,vn10wn0cf8cn5st300800p1_29
Entropy,,,,0.7364516253185087,0.6160396270529163,0.6989700043360187,0.8795880017344074,0.6762456261857126,0.6762456261857125,0.8193820026016112,0.7364516253185088,0.6762456261857126,0.7364516253185087,0.6387640052032225,0.8193820026016112,0.8193820026016112,0.796657624451305,0.6535212480354063,0.7364516253185087,0.7364516253185087,0.6989700043360187,0.8193820026016112,0.796657624451305,0.6387640052032225,0.6387640052032225,0.6387640052032225,0.8795880017344074,0.6160396270529163,0.759176003468815,0.6535212480354063,0.7137272471682025,0.6387640052032225,0.6535212480354062
p_sd,,,,0.027495454169735048,0.021540659228538032,0.025377155080899053,0.018330302779823365,0.02993325909419154,0.024413111231467412,0.02856571371417141,0.03104834939252006,0.02537715508089905,0.034409301068170514,0.027129319932501075,0.02039607805437116,0.028284271247461912,0.027129319932501086,0.02690724809414743,0.024000000000000007,0.02800000000000001,0.025690465157330263,0.0256124969497314,0.0272029410174709,0.025612496949731396,0.025377155080899043,0.02374868417407584,0.02993325909419154,0.029933259094191533,0.028000000000000004,0.023748684174075843,0.025298221281347046,0.023748684174075833,0.024000000000000007
st_sd,,,,159.439643752738,137.84411485442533,146.76852523616907,157.6832267554162,135.66134305689297,152.13152204589292,127.05904139414872,115.56816170554933,122.13107712617621,88.11356308764276,130.34185820372517,62.25752966509352,131.20975573485381,148.06755215103678,124.91597175701753,141.01063789657857,147.15977711317723,147.02380759591284,82.85529554590944,85.93602271457529,126.49505919204908,138.27508813954884,122.02049008260866,129.9269025259973,175.77258034175864,137.40815114104404,123.46659467240522,163.3431969810803,137.78606605894515,160.77624202599088
k_step_v2 -a:k 1,1525.2803333333336,1419.625,108,1801.8400000000001,1102.07,1614.2,2159.2,1054.59,2906.9700000000003,1266.0700000000002,1438.37,988.0599999999998,1020.91,1158.23,908.14,1600.56,1407.7700000000002,1369.35,1126.3,1495.66,2012.3999999999996,1430.0300000000002,2094.31,1422.5299999999997,2323.1600000000003,1283.56,2009.85,1333.62,1416.7200000000003,1828.04,1224.3,1191.6299999999999,1769.97
